,Human_ABCD1_1,Human_ABCD1_2,Human_ABCD1_3,Human_NT_1,Human_NT_2,Human_NT_3
SNX14,1778.407,1993.166,1883.048,1545.966,1524.877,1629.901
SYNCRIP,2452.213,2668.506,2659.449,2801.4,3008.004,3221.635
RP11-33E24.1,1.841,2.434,3.68,2.121,3.976,2.602
SNHG5,396.736,537.838,495.829,409.289,447.324,471.014
RP11-424A16.1,0.0,0.0,0.0,0.0,1.988,0.0
RP11-76H14.2,0.0,4.867,0.0,1.06,0.0,0.0
CGA,0.0,2.434,0.0,0.0,1.988,0.0
RP11-393I2.4,46.946,48.673,48.755,18.026,22.863,31.227
ZNF292,1395.479,1462.628,1500.367,950.058,1099.423,1173.633
RP11-393I2.2,24.854,24.337,24.837,7.422,9.941,18.216
GJB7,11.967,13.385,3.68,11.664,4.97,5.205
RP1-102H19.1,1.841,0.0,0.0,0.0,0.0,1.735
SMIM8,154.644,175.223,134.306,149.507,113.322,150.933
C6orf163,87.448,43.806,69.913,61.499,44.732,46.841
RP1-102H19.7,14.728,13.385,11.039,6.362,9.941,6.939
CFAP206,1.841,4.867,0.92,0.0,0.0,0.0
RP3-382I10.7,22.092,20.686,21.158,11.664,19.881,13.011
RP3-382I10.3,0.0,0.0,2.76,0.0,0.0,0.0
RP3-382I10.4,1.841,0.0,2.76,0.0,0.0,0.0
SLC35A1,203.431,206.861,254.814,169.653,193.84,167.414
RNU6-444P,4.603,0.0,0.0,1.06,2.982,3.47
RARS2,1006.107,1018.486,1001.778,477.15,553.687,498.772
ORC3,495.229,423.456,482.031,724.208,706.772,740.785
AKIRIN2,184.1,175.223,169.263,244.937,165.013,183.895
RNGTT,578.995,535.405,600.699,600.149,676.95,614.14
RF00045,10.126,9.735,3.68,6.362,3.976,8.674
RP1-72A23.4,0.921,2.434,11.039,2.121,4.97,3.47
RP11-63L7.5,0.921,0.0,0.0,0.0,0.0,0.0
PNRC1,765.856,833.528,838.035,411.409,453.288,457.136
SRSF12,1.841,2.434,3.68,9.543,7.952,0.0
PM20D2,162.008,156.971,162.823,256.601,194.834,252.422
GABRR1,0.921,1.217,0.92,0.0,0.0,0.867
GABRR2,23.013,36.505,32.197,16.965,12.923,5.205
RP1-131H7.2,1.841,0.0,4.6,0.0,0.0,0.0
UBE2J1,1836.398,2060.091,2033.913,2228.82,2279.363,2318.64
RRAGD,12.887,26.77,33.117,10.603,11.929,14.746
ANKRD6,226.443,221.463,202.379,144.205,127.239,144.861
RN7SL11P,4.603,0.0,0.0,2.121,0.0,0.0
RP11-16C18.3,1.841,4.867,3.68,0.0,0.0,0.867
LYRM2,737.321,887.068,795.719,629.838,588.479,541.276
MDN1,3137.986,3486.215,3217.832,4615.63,5226.73,4990.325
RP1-122O8.7,4.603,2.434,6.439,3.181,5.964,0.867
RP11-29C12.1,3.682,0.0,0.0,0.0,0.0,0.0
RP11-63K6.1,13.808,8.518,7.359,12.724,5.964,6.939
CASP8AP2,778.743,842.046,770.881,595.907,630.23,584.648
BACH2,21.172,40.155,28.517,53.017,82.506,47.709
RP3-512E2.2,1.841,0.0,0.0,3.181,2.982,4.337
RN7SKP110,0.0,0.0,0.0,4.241,1.988,0.0
MAP3K7,1498.575,1629.334,1550.042,1438.872,1411.555,1476.366
MIR4643,0.0,1.217,0.0,0.0,6.958,0.867
RP3-433F14.3,0.0,2.434,0.92,0.0,1.988,1.735
EPHA7,9.205,12.168,12.879,4.241,11.929,9.542
RP13-44L19.2,32.218,31.638,46.915,18.026,15.905,26.89
MANEA,457.489,515.935,537.225,327.643,313.127,420.704
RP3-443E24.1,0.921,1.217,0.0,1.06,0.0,2.602
UFL1,1401.002,1568.493,1475.53,1076.238,1119.304,1260.376
FHL5,0.0,0.0,0.0,0.0,0.0,1.735
GPR63,1.841,0.0,5.519,0.0,1.988,0.0
NDUFAF4,147.28,201.994,176.622,326.583,271.376,337.43
KLHL32,5.523,0.0,0.92,0.0,5.964,1.735
MMS22L,373.723,315.159,334.846,299.014,318.097,361.718
RP11-436D23.1,1.841,2.434,0.92,0.0,0.0,1.735
RP1-104O17.3,0.0,0.0,1.84,2.121,0.0,0.0
RP11-67P15.1,2.762,0.0,0.0,0.0,0.0,0.867
RP1-273N12.4,0.921,0.0,0.0,0.0,0.0,0.0
POU3F2,1.841,2.434,0.0,0.0,1.988,1.735
FBXL4,468.535,468.479,425.917,662.708,693.849,699.149
BDH2P1,1.841,3.65,1.84,0.0,0.994,0.867
FAXC,10.126,9.735,11.039,41.353,16.899,24.288
COQ3,70.879,76.66,83.711,144.205,136.185,140.524
PNISR,2634.472,2975.147,2928.062,2685.824,3039.814,3134.892
RP11-98I9.4,46.946,60.841,63.474,78.465,109.346,70.262
USP45,561.505,501.334,604.378,561.977,588.479,654.91
TSTD3,35.9,35.288,34.037,23.327,32.804,35.565
CCNC,1311.713,1534.421,1347.663,1578.836,1531.836,1683.682
RP1-199J3.7,9.205,3.65,13.799,11.664,13.917,16.481
RP1-199J3.5,5.523,10.951,11.039,11.664,5.964,5.205
RP1-199J3.6,14.728,7.301,16.558,2.121,0.0,1.735
SIM1,2.762,7.301,1.84,2.121,1.988,3.47
ASCC3,6262.165,6569.659,6393.349,4525.502,4981.199,5215.857
RP1-121G13.3,17.49,9.735,14.719,19.086,13.917,17.349
RP3-467N11.1,15.649,17.036,24.837,23.327,21.869,26.023
RP3-467N11.2,1.841,0.0,2.76,0.0,0.0,1.735
GRIK2,3.682,0.0,0.0,0.0,0.0,0.0
RP11-93K7.1,1.841,0.0,1.84,0.0,0.0,0.0
RP11-427E4.1,0.0,0.0,0.0,0.0,1.988,0.0
HACE1,388.451,367.482,427.756,473.969,362.829,415.499
RNU6-897P,0.0,0.0,1.84,0.0,0.0,0.0
RP11-809N15.2,1.841,0.0,0.0,2.121,2.982,0.867
RP3-439I14.1,0.0,0.0,0.92,0.0,0.0,0.0
LIN28B,5.523,1.217,5.519,0.0,5.964,0.0
BVES,202.51,171.573,170.183,202.524,253.483,243.748
C6orf112,11.967,4.867,3.68,6.362,8.946,6.939
POPDC3,42.343,36.505,52.435,33.931,39.762,31.227
RP3-355L5.5,3.682,2.434,1.84,0.0,0.0,1.735
PREP,342.426,320.026,399.239,270.385,298.216,287.119
RP3-355L5.4,11.967,20.686,14.719,4.241,21.869,6.939
RP3-355L5.3,11.046,2.434,12.879,4.241,9.941,1.735
RP3-355L5.2,3.682,8.518,7.359,2.121,0.0,6.939
RP11-114N1.1,0.921,0.0,1.84,0.0,0.0,0.0
ATG5,642.509,619.366,620.937,705.122,744.546,824.926
PRDM1,96.653,103.43,111.309,54.077,38.768,51.178
RP1-134E15.3,1.841,0.0,2.76,0.0,3.976,0.0
RN7SL47P,3.682,4.867,2.76,3.181,5.964,1.735
AIM1,233.807,237.282,276.892,1206.659,1360.858,1288.134
RTN4IP1,88.368,96.129,92.911,129.361,109.346,126.645
RNU6-527P,0.0,0.0,0.92,0.0,0.0,0.0
QRSL1,430.794,400.337,408.438,344.608,332.014,276.71
RP11-294H11.4,6.444,2.434,3.68,0.0,0.0,3.47
CD24,0.0,0.0,1.84,10.603,7.952,12.144
C6orf203,189.623,191.042,235.496,233.273,229.626,281.915
BEND3,74.561,100.997,95.67,112.395,129.227,74.599
PDSS2,209.874,233.631,245.615,199.343,232.608,239.411
RP11-300D11.3,2.762,0.0,0.92,3.181,1.988,1.735
RP11-300D11.2,0.0,0.0,6.439,7.422,3.976,0.867
SOBP,303.765,306.641,308.169,63.62,65.607,78.069
RP1-67A8.3,21.172,23.12,20.238,1.06,9.941,1.735
SCML4,0.0,0.0,0.0,2.121,0.0,0.0
SEC63,980.333,986.848,1027.535,748.595,787.29,813.649
RNU6-437P,1.841,0.0,0.0,4.241,0.0,0.867
RP1-191J18.2,1.841,4.867,3.68,0.0,5.964,4.337
RP1-191J18.66,13.808,7.301,24.837,22.267,20.875,19.951
RP1-111B22.2,7.364,4.867,13.799,3.181,2.982,2.602
RP1-111B22.3,0.0,6.084,0.92,0.0,3.976,1.735
OSTM1,1703.846,1731.548,1798.417,617.114,529.83,608.068
SNX3,2959.409,3145.503,3028.332,2331.673,2326.084,2310.834
RP1-128O3.5,5.523,2.434,0.92,1.06,8.946,0.867
RNA5SP212,1.841,2.434,0.92,1.06,0.0,0.0
LACE1,175.816,118.032,133.386,124.059,132.209,101.489
RP1-128O3.6,1.841,0.0,3.68,2.121,0.994,1.735
RP11-72I2.2,1.841,2.434,3.68,0.0,1.988,0.0
RP11-72I2.1,0.0,0.0,1.84,0.0,0.0,0.0
RP3-466I7.1,0.0,4.867,0.0,0.0,0.0,1.735
FOXO3,810.961,696.026,783.76,943.696,1004.987,1012.291
RP11-697G4.3,4.603,8.518,0.0,2.121,5.964,10.409
RP3-354J5.2,0.921,4.867,0.0,3.181,1.988,1.735
ZNF259P1,1.841,3.65,0.92,0.0,0.0,3.47
ARMC2,69.038,64.492,55.194,48.775,46.72,45.974
RP11-249L21.2,0.0,0.0,0.92,0.0,0.0,1.735
RP11-249L21.4,3.682,7.301,7.359,6.362,0.0,5.205
RP11-249L21.5,1.841,3.65,0.0,0.0,0.0,0.867
SESN1,959.161,1108.531,999.018,1221.504,1223.679,1346.251
RP11-787I22.3,7.364,2.434,3.68,3.181,0.994,6.072
RNU6-653P,0.0,0.0,0.0,0.0,1.988,4.337
CEP57L1,220.92,206.861,186.741,280.988,282.311,322.684
CCDC162P,29.456,37.722,26.677,2.121,4.97,13.879
RP11-425D10.1,0.0,1.217,0.92,0.0,0.0,0.0
RP11-425D10.4,0.0,0.0,0.92,0.0,0.0,0.0
CD164,3586.27,3970.513,3898.563,5319.691,4997.104,5648.704
RP11-425D10.10,2.762,2.434,9.199,6.362,3.976,6.939
PPIL6,12.887,2.434,2.76,7.422,5.964,1.735
SMPD2,87.448,111.948,96.59,65.741,92.447,72.864
MICAL1,903.931,878.55,929.105,326.583,342.948,333.961
ZBTB24,227.364,222.68,200.54,208.886,189.864,225.532
RP5-919F19.5,2.762,2.434,1.84,0.0,0.0,0.0
AK9,152.803,184.958,152.704,120.878,80.518,124.042
FIG4,829.371,850.563,785.6,534.408,564.622,541.276
RP1-249I4.2,5.523,0.0,0.0,4.241,2.982,2.602
WASF1,755.731,761.735,836.195,394.444,446.33,497.037
CDC40,806.358,789.722,757.083,859.93,817.111,835.335
METTL24,4.603,0.0,0.92,0.0,0.0,0.0
DDO,1.841,0.0,0.0,0.0,0.0,1.735
SLC22A16,0.0,0.0,1.84,2.121,0.0,0.0
CDK19,200.669,240.932,249.295,136.783,199.805,184.763
RP11-346C16.1,0.0,0.0,1.84,0.0,0.0,0.0
RP11-569A2.2,0.0,0.0,0.92,0.0,0.0,0.0
RNU6-957P,0.0,0.0,0.0,2.121,0.0,0.0
SNORA40C,0.0,0.0,0.0,0.0,1.988,0.0
RNU6-1115P,0.0,2.434,0.0,0.0,0.0,0.0
CNN2P9,0.0,2.434,1.84,2.121,0.0,3.47
AMD1,367.28,417.372,472.832,455.943,477.145,514.386
GTF3C6,910.375,916.272,825.156,858.87,754.486,753.797
RPF2,285.355,283.521,233.656,330.824,362.829,319.214
RP11-397G5.5,0.921,2.434,0.0,0.0,0.0,0.0
MFSD4B,195.146,161.838,183.981,271.445,291.257,263.699
RP5-1112D6.4,5.523,14.602,17.478,13.784,27.833,19.951
RP5-1112D6.7,15.649,10.951,11.959,22.267,17.893,14.746
REV3L,3462.923,3843.963,3755.057,2467.395,2875.795,2878.133
RP5-1112D6.8,57.992,31.638,57.034,38.172,46.72,46.841
RP5-1112D6.3,7.364,19.469,19.318,2.121,12.923,1.735
RP5-1112D6.5,7.364,1.217,3.68,3.181,9.941,4.337
RP3-442M11.1,26.695,14.602,19.318,11.664,14.911,17.349
RP3-487J7.2,84.686,96.129,101.19,51.956,66.602,43.372
RP3-415N12.1,27.615,9.735,22.078,8.483,1.988,5.205
TRAF3IP2,303.765,382.084,395.56,525.925,578.539,520.458
C6orf3,17.49,14.602,12.879,10.603,14.911,11.277
FYN,2167.779,2483.548,2381.637,2270.173,2334.036,2307.364
RP1-97J1.2,1.841,0.0,1.84,0.0,0.0,0.0
WISP3,3.682,2.434,3.68,2.121,1.988,1.735
TUBE1,331.38,318.809,293.45,317.04,392.651,294.926
FAM229B,286.276,316.376,229.057,150.567,161.037,166.547
LAMA4,16555.201,18504.318,18783.567,17830.562,19137.506,18894.361
RP1-142L7.5,95.732,96.129,107.629,95.43,99.405,119.705
RNU6-1226P,11.967,12.168,18.398,4.241,6.958,15.614
RP1-142L7.9,57.992,42.589,45.995,50.896,70.578,71.129
RP1-142L7.8,22.092,20.686,21.158,21.207,29.822,27.758
RP11-506B6.6,66.276,62.058,76.352,109.214,114.316,143.126
RP11-506B6.3,0.921,4.867,2.76,0.0,0.0,0.0
RP1-159M24.1,1.841,8.518,9.199,20.146,10.935,13.879
RP1-236J16.1,0.0,0.0,0.0,1.06,0.0,0.0
RP11-437J19.1,0.0,0.0,0.92,2.121,0.0,0.0
RP11-367G18.2,0.0,0.0,0.0,1.06,0.994,0.0
RP11-367G18.1,0.921,0.0,0.92,0.0,1.988,1.735
MARCKS,11491.528,12004.018,12398.497,9891.848,10163.197,9967.638
RP1-249H1.4,35.9,29.204,45.995,11.664,24.851,28.625
RP11-544L8__B.4,9.205,19.469,10.119,6.362,8.946,5.205
HDAC2,1434.14,1617.166,1602.477,1469.622,1457.282,1381.816
RP3-399L15.3,14.728,18.252,13.799,26.508,9.941,27.758
RP11-446G24.4,0.0,0.0,0.0,0.0,0.0,0.867
HS3ST5,0.0,0.0,0.0,0.0,0.994,6.939
FRK,14.728,4.867,15.638,5.302,1.988,6.939
RP11-702N8.2,3.682,0.0,0.0,1.06,0.0,0.0
NT5DC1,497.991,498.9,498.589,409.289,405.574,417.234
COL10A1,57.992,57.191,66.233,32.87,37.774,53.781
RP1-136O14.1,8.285,15.819,10.119,5.302,10.935,11.277
TSPYL4,248.535,328.544,270.452,800.552,883.713,870.9
DSE,334.142,369.916,322.887,172.834,114.316,160.475
TSPYL1,332.301,301.774,365.203,1494.009,1561.657,1537.953
RP1-93H18.3,57.992,92.479,82.792,85.887,72.566,69.394
FAM26F,0.0,0.0,0.92,0.0,0.0,0.0
RP11-259P20.1,0.921,0.0,0.0,0.0,0.0,0.0
TRAPPC3L,0.0,2.434,1.84,4.241,5.964,4.337
FAM26E,730.877,822.576,858.273,535.468,509.949,573.371
CALHM4,0.0,0.0,1.84,1.06,1.988,0.867
RWDD1,981.253,1191.276,1147.123,804.793,863.832,909.934
RSPH4A,40.502,35.288,34.956,8.483,10.935,13.879
ZUFSP,479.581,519.586,492.15,458.064,463.229,525.663
KPNA5,526.526,529.321,536.305,348.85,390.663,363.453
FAM162B,0.0,3.65,5.519,0.0,1.988,1.735
VGLL2,0.0,0.0,0.0,0.0,2.982,0.0
ROS1,0.0,0.0,2.76,0.0,0.0,0.0
DCBLD1,4492.963,4797.957,4699.801,3267.947,3287.333,3269.344
GOPC,937.99,940.609,918.986,772.983,744.546,847.479
NEPNP,4.603,0.0,5.519,0.0,1.988,1.735
NUS1,346.108,377.217,412.118,312.798,288.275,313.142
SLC35F1,9.205,8.518,3.68,0.0,7.952,1.735
RP11-632C17__A.1,91.13,82.744,116.828,75.284,113.322,90.213
RP11-57K17.1,84.686,68.142,64.393,44.534,39.762,54.648
CEP85L,560.585,632.751,586.9,619.235,670.986,732.111
RP3-509L4.3,39.582,18.252,35.876,24.388,18.887,15.614
PLN,46.946,52.324,42.316,20.146,22.863,21.686
RP3-509L4.1,9.205,10.951,7.359,15.905,8.946,6.072
RP11-210H10__A.1,1.841,4.867,0.92,1.06,0.0,0.0
MCM9,259.581,313.942,261.253,325.522,332.014,371.26
ASF1A,931.546,938.175,912.547,550.313,458.258,594.19
RP11-351A11.1,0.0,0.0,0.92,1.06,0.0,0.0
FAM184A,9.205,24.337,5.519,6.362,6.958,10.409
MAN1A1,451.045,483.081,511.468,204.644,148.114,181.293
RP3-354N19.3,3.682,2.434,1.84,2.121,0.0,0.0
RNU6-214P,0.921,0.0,0.0,0.0,0.0,0.0
TBC1D32,188.703,249.45,267.693,151.628,217.698,221.195
GJA1,4006.018,4254.034,4125.78,5966.495,6172.074,6326.167
RNU4-35P,1.841,0.0,4.6,2.121,0.994,0.0
RP11-129H15.4,1.841,0.0,0.0,0.0,0.0,0.0
HSF2,223.682,272.57,226.297,296.893,272.37,277.578
RP3-425C14.4,86.527,85.178,114.988,73.163,98.411,80.671
SERINC1,5326.936,5792.106,5488.161,5249.709,5275.439,5673.86
RP3-425C14.6,5.523,9.735,9.199,12.724,8.946,2.602
PKIB,11.046,13.385,7.359,2.121,0.0,0.0
RP3-425C14.5,3.682,2.434,0.0,0.0,3.976,0.0
RP11-95G17.2,0.0,0.0,0.0,0.0,0.0,1.735
FABP7,0.0,0.0,0.0,0.0,1.988,0.0
SMPDL3A,171.213,195.909,163.743,81.646,69.584,73.732
CLVS2,0.0,2.434,0.0,0.0,0.0,0.0
NKAIN2,1.841,2.434,3.68,6.362,5.964,2.602
RP11-510H23.1,8.285,20.686,9.199,12.724,18.887,32.962
RNF217,574.392,659.521,715.687,764.5,790.272,824.926
TPD52L1,8.285,0.0,6.439,5.302,9.941,10.409
HDDC2,410.543,378.434,413.038,247.058,241.555,212.52
RP11-624M8.1,0.0,0.0,3.68,3.181,0.0,0.0
RP1-293L8.2,0.0,0.0,0.0,0.0,0.0,1.735
HEY2,56.151,79.094,46.915,76.344,62.625,65.925
NCOA7,2301.251,2578.461,2686.126,1133.496,1322.09,1354.926
RP1-293L8.5,37.741,31.638,35.876,15.905,15.905,21.686
RN7SKP56,23.933,23.12,22.998,8.483,2.982,11.277
HINT3,584.518,636.402,585.06,476.09,480.128,542.144
TRMT11,298.242,344.363,299.889,278.868,259.448,270.638
RP11-527F13.1,8.285,8.518,1.84,0.0,6.958,7.807
RP11-527F13.2,1.841,0.0,2.76,0.0,0.994,0.0
CENPW,89.289,81.528,80.032,36.051,35.786,41.637
MIR588,0.0,2.434,0.0,0.0,0.0,0.0
RP11-162L10.1,3.682,0.0,0.0,0.0,0.0,0.0
RP11-753G20.2,0.0,2.434,0.0,0.0,0.0,0.0
RP11-753G20.1,4.603,2.434,4.6,4.241,1.988,0.0
RSPO3,14.728,17.036,29.437,39.232,28.828,31.227
RNF146,1131.295,1289.839,1228.995,747.535,770.391,864.828
ECHDC1,919.58,945.476,970.501,489.874,493.05,467.545
RNA5SP217,0.0,2.434,0.92,0.0,0.0,0.867
RP3-351K20.3,5.523,8.518,2.76,1.06,4.97,3.47
RP3-351K20.4,0.0,2.434,0.0,2.121,0.0,3.47
RP1-177A13.1,0.0,0.0,0.92,0.0,0.0,0.0
KIAA0408,0.0,3.65,0.0,2.121,0.0,0.0
SOGA3,0.0,0.0,1.84,0.0,0.0,0.0
C6orf58,0.0,1.217,1.84,4.241,0.0,1.735
PTPRK,82.845,142.369,68.993,16.965,9.941,108.429
LAMA2,337.824,377.217,357.844,218.429,267.4,281.047
RP11-357P24.2,0.0,2.434,0.0,0.0,0.0,0.0
RNU6-861P,4.603,3.65,1.84,1.06,4.97,6.939
RP1-69D17.3,22.092,15.819,22.998,15.905,14.911,23.421
RP1-69D17.4,118.745,96.129,119.588,81.646,96.423,128.38
ARHGAP18,2731.125,2954.461,2897.705,4229.669,4343.017,4295.513
RP3-341I10.1,0.921,0.0,1.84,0.0,0.0,0.0
RP11-174C7.2,0.0,0.0,0.0,2.121,0.0,0.0
L3MBTL3,1307.111,1514.952,1327.425,1612.767,1630.247,1605.613
RP11-73O6.3,14.728,14.602,31.277,14.845,18.887,19.083
SAMD3,32.218,38.939,46.915,12.724,11.929,13.011
TMEM200A,636.986,597.463,721.207,259.782,244.537,235.074
SMLR1,23.013,17.036,15.638,8.483,15.905,15.614
EPB41L2,2379.494,2566.292,2588.616,1529.0,1738.599,1723.583
AKAP7,72.72,85.178,68.993,96.49,99.405,98.887
RP1-209B5.2,0.0,0.0,0.0,0.0,1.988,0.0
ARG1,13.808,6.084,8.279,16.965,13.917,5.205
MED23,1351.295,1467.496,1481.049,1638.215,1696.848,1730.523
ENPP3,6.444,9.735,0.0,5.302,0.0,6.939
CTAGE9,0.0,2.434,0.0,1.06,0.0,0.0
ENPP1,243.012,284.738,276.892,119.818,98.411,117.103
RN7SKP245,0.0,0.0,0.0,0.0,0.0,1.735
RP1-131F15.2,0.0,2.434,3.68,4.241,1.988,0.0
CTGF,11242.072,12943.409,13021.274,13975.191,14005.211,14577.161
RP11-69I8.3,0.0,0.0,0.92,2.121,0.0,0.0
RP3-523C21.2,0.921,0.0,0.0,0.0,1.988,0.0
RP3-523C21.3,9.205,8.518,0.0,6.362,5.964,1.735
RP3-523C21.1,949.036,1037.955,1004.538,1235.288,1269.406,1432.127
RP1-248E1.2,1.841,0.0,0.0,0.0,0.0,0.0
MOXD1,0.0,0.0,1.84,0.0,0.0,1.735
STX7,2280.08,2319.276,2319.084,1413.424,1425.472,1618.624
VNN1,11.046,9.735,3.68,2.121,6.958,10.409
VNN2,1.841,2.434,3.68,1.06,0.0,0.0
SLC18B1,411.464,461.178,352.324,226.911,235.591,242.013
RPS12,12506.84,13505.584,12638.593,11468.563,11640.359,11830.011
SNORD101,8.285,9.735,18.398,33.931,16.899,25.155
SNORD100,13.808,8.518,6.439,16.965,7.952,17.349
SNORA33,22.092,25.553,23.918,33.931,15.905,21.686
RP5-1181K21.4,0.0,0.0,0.0,0.0,0.994,0.0
EYA4,0.0,0.0,1.84,0.0,0.0,0.0
TBPL1,582.677,536.622,546.424,641.502,666.015,610.671
SLC2A12,337.824,384.518,378.081,463.366,454.282,590.72
CTA-444M12.3,1.841,3.65,1.84,4.241,9.941,7.807
SGK1,2506.523,2580.894,2538.941,1720.921,1706.789,1680.212
RP1-188K17.2,0.0,0.0,0.92,0.0,0.0,0.0
RP11-332B14.2,2.762,0.0,3.68,1.06,3.976,0.0
RP11-557H15.3,0.0,0.0,0.0,0.0,0.0,4.337
RP11-557H15.2,0.0,0.0,1.84,0.0,0.0,0.0
RP11-557H15.4,1.841,0.0,3.68,0.0,0.0,0.0
RP11-557H15.5,0.0,0.0,1.84,0.0,0.0,0.0
RP3-352A20.1,3.682,0.0,3.68,0.0,0.0,0.0
ALDH8A1,13.808,20.686,15.638,6.362,8.946,11.277
RP11-349J5.2,0.0,0.0,0.92,0.0,0.0,0.0
HBS1L,1696.482,1808.208,1818.655,1797.265,1760.468,1787.773
MIR3662,2.762,1.217,5.519,1.06,2.982,4.337
CTA-212D2.2,0.0,2.434,0.0,4.241,0.0,0.0
MYB,1.841,0.0,0.0,1.06,0.0,0.0
AHI1,761.254,750.783,781.0,401.866,376.746,438.052
RP3-388E23.2,18.41,17.036,16.558,8.483,16.899,5.205
LINC00271,11.967,10.951,12.879,13.784,7.952,6.072
PDE7B,337.824,428.324,333.006,553.494,635.2,588.118
RP13-143G15.4,52.469,51.107,76.352,62.56,96.423,98.887
RP11-472E5.3,0.0,2.434,0.0,0.0,0.0,0.0
MTFR2,26.695,8.518,5.519,40.293,44.732,52.913
BCLAF1,4075.055,4477.931,4234.329,2563.886,2799.253,2905.891
MAP7,7.364,9.735,11.959,6.362,9.941,10.409
RN7SKP299,0.0,3.65,0.0,0.0,0.0,0.0
RP3-325F22.5,1.841,0.0,3.68,0.0,1.988,0.0
MAP3K5,384.769,344.363,311.848,541.83,528.836,567.299
RP3-325F22.3,9.205,12.168,6.439,7.422,6.958,7.807
RNA5SP219,1.841,1.217,0.92,7.422,5.964,6.072
